"","p","pcc","pccdd","distrito","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"342",5,502,50205,"Sámara",7,2362,1417,1353,6,104,9,3,422,2,489,168,2,4,7,17,120,49,15,945,1412,1345,17,78,NA,NA,121,9,NA,333,0,467,102,5,NA,NA,NA,30,17,25,141,NA,NA,37,30,950
"343",5,502,50206,"Nosara",8,2915,1873,1814,7,113,0,5,273,4,963,310,7,12,20,18,82,45,14,1042,1873,1800,29,132,NA,NA,3,16,NA,228,6,930,225,10,NA,NA,NA,16,80,29,96,NA,NA,48,25,1042
"344",5,502,50207,"Belén De Nosarita",9,1918,1390,1352,5,95,1,3,262,3,683,193,2,8,4,6,87,29,9,528,1390,1328,18,70,NA,NA,44,7,NA,183,4,679,112,4,NA,NA,NA,15,9,20,163,NA,NA,37,25,528
"345",5,503,50301,"Santa Cruz",33,16411,10371,10097,44,1474,32,20,2279,10,4098,1006,17,80,67,104,866,233,41,6040,10371,10064,145,972,NA,NA,239,74,NA,2215,22,2954,668,106,NA,NA,NA,703,249,246,1471,NA,NA,226,81,6040
"346",5,503,50302,"Bolsón",3,1300,840,811,6,35,1,1,131,2,460,78,1,4,8,6,78,24,5,460,840,803,14,26,NA,NA,12,1,NA,71,3,391,38,0,NA,NA,NA,37,103,13,94,NA,NA,29,8,460
"347",5,503,50303,"Veintisiete de Abril",13,4886,2886,2771,13,251,14,5,428,4,1300,404,2,11,27,52,260,95,20,2000,2888,2742,50,229,NA,NA,171,20,NA,284,7,1089,219,11,NA,NA,NA,49,203,32,378,NA,NA,110,36,1998
"348",5,503,50304,"Tempate",8,2986,1724,1659,10,150,12,4,232,3,710,264,6,12,32,10,214,47,18,1262,1728,1665,38,128,NA,NA,216,14,NA,139,0,518,144,7,NA,NA,NA,19,136,26,280,NA,NA,46,17,1258
"349",5,503,50305,"Cartagena",6,2750,1764,1716,2,242,16,5,436,2,635,198,2,10,59,9,100,43,5,986,1763,1704,29,214,NA,NA,109,8,NA,347,0,525,127,5,NA,NA,NA,20,98,35,187,NA,NA,49,10,987
"350",5,503,50306,"Cuajiniquil",6,1244,778,745,3,27,3,4,258,0,255,130,1,9,2,4,49,22,11,466,778,746,6,37,NA,NA,2,8,NA,224,4,221,77,0,NA,NA,NA,8,19,8,132,NA,NA,23,9,466
"351",5,503,50307,"Diriá",7,2968,1924,1853,6,194,5,8,415,2,750,156,5,54,30,11,217,54,17,1044,1918,1856,20,122,NA,NA,51,4,NA,224,6,491,103,13,NA,NA,NA,462,98,18,244,NA,NA,43,19,1050
"352",5,503,50308,"Cabo Velas",4,1859,1057,1027,4,119,4,0,180,1,439,174,1,6,18,2,79,24,6,802,1057,1020,17,110,NA,NA,105,4,NA,114,4,363,100,3,NA,NA,NA,25,43,17,115,NA,NA,24,13,802
"353",5,503,50309,"Tamarindo",8,3428,1993,1922,5,299,4,7,270,5,698,342,4,20,17,15,236,57,14,1435,1994,1915,32,218,NA,NA,139,16,NA,172,6,571,167,8,NA,NA,NA,41,71,29,445,NA,NA,58,21,1434
"354",5,504,50401,"Bagaces",18,7363,4210,4069,18,674,9,15,667,6,1488,697,7,36,54,72,326,119,22,3153,4210,4073,56,1020,NA,NA,11,23,NA,460,5,1156,553,14,NA,NA,NA,36,218,87,434,NA,NA,100,37,3153
"355",5,504,50402,"Fortuna",5,1996,1331,1296,6,385,1,5,266,5,438,89,1,4,7,20,69,32,3,665,1331,1290,21,352,NA,NA,5,8,NA,298,1,356,75,3,NA,NA,NA,12,28,56,75,NA,NA,29,12,665
"356",5,504,50403,"Mogote",6,2369,1545,1486,8,491,3,2,365,3,351,101,3,11,65,10,73,52,7,824,1545,1494,19,357,NA,NA,0,7,NA,297,1,270,209,6,NA,NA,NA,3,97,24,204,NA,NA,44,7,824
"357",5,504,50404,"Río Naranjo",2,718,496,481,1,68,0,0,79,1,215,50,1,4,1,8,53,13,2,222,495,476,6,63,NA,NA,0,2,NA,84,5,185,42,1,NA,NA,NA,3,11,15,59,NA,NA,12,7,223
"358",5,505,50501,"Filadelfia",11,5491,3367,3276,4,410,12,6,391,2,1503,362,3,30,58,27,468,71,20,2124,3367,3293,34,174,NA,NA,70,12,NA,176,4,956,166,6,NA,NA,NA,30,267,23,1375,NA,NA,53,21,2124
"359",5,505,50502,"Palmira",6,3015,1806,1765,8,221,6,2,202,1,895,214,2,29,18,11,156,30,11,1209,1806,1763,24,118,NA,NA,4,10,NA,80,8,656,112,2,NA,NA,NA,26,98,17,608,NA,NA,34,9,1209
"360",5,505,50503,"Sardinal",18,8246,4712,4620,17,502,8,3,663,2,1861,1065,3,24,101,33,338,68,24,3534,4710,4616,62,383,NA,NA,85,22,NA,444,5,1417,787,8,NA,NA,NA,49,426,60,868,NA,NA,60,34,3536
"361",5,505,50504,"Belén",12,5428,3212,3080,15,203,14,4,286,2,1568,575,4,12,64,47,286,110,22,2216,3211,3092,40,151,NA,NA,113,19,NA,159,6,1160,337,8,NA,NA,NA,51,314,90,644,NA,NA,87,32,2217
"362",5,506,50601,"Cañas",28,14913,9192,8917,24,1788,8,20,1669,10,3513,884,12,57,44,359,529,240,35,5721,9190,8921,72,1932,NA,NA,28,35,NA,1699,7,2287,359,18,NA,NA,NA,81,191,1692,520,NA,NA,201,68,5723
"363",5,506,50602,"Palmira",2,678,474,458,2,42,4,3,120,2,188,62,2,1,3,5,24,16,0,204,474,454,5,76,NA,NA,21,2,NA,122,1,136,42,4,NA,NA,NA,2,9,11,23,NA,NA,15,5,204
"364",5,506,50603,"San Miguel",5,1175,760,726,1,94,1,1,130,1,368,76,0,2,5,10,37,32,2,415,759,721,10,143,NA,NA,1,4,NA,94,1,320,52,1,NA,NA,NA,4,12,35,44,NA,NA,25,13,416
"365",5,506,50604,"Bebedero",2,1204,647,626,5,82,3,1,100,0,275,87,1,5,1,34,32,18,3,557,647,628,14,112,NA,NA,3,1,NA,71,0,236,57,1,NA,NA,NA,12,9,79,33,NA,NA,9,10,557
"366",5,506,50605,"Porozal",2,470,336,325,1,19,0,0,65,0,172,39,0,3,5,2,19,11,0,134,336,324,2,30,NA,NA,0,0,NA,42,0,165,19,1,NA,NA,NA,3,10,5,47,NA,NA,11,1,134
"367",5,507,50701,"Las Juntas",16,6813,4441,4327,16,790,2,7,820,5,1813,482,7,23,29,67,266,102,12,2372,4441,4308,85,647,NA,NA,5,16,NA,760,15,1623,396,9,NA,NA,NA,34,113,185,420,NA,NA,91,42,2372
"368",5,507,50702,"Sierra",7,1560,1052,1025,5,140,0,2,286,1,405,107,1,13,16,5,44,25,2,508,1052,1010,30,122,NA,NA,1,5,NA,212,3,410,72,4,NA,NA,NA,20,41,16,74,NA,NA,23,19,508
"369",5,507,50703,"San Juan",4,1327,840,811,3,161,2,0,136,1,346,96,0,6,9,4,47,24,5,487,838,800,23,120,NA,NA,0,6,NA,108,4,323,89,2,NA,NA,NA,9,21,20,75,NA,NA,27,11,489
"370",5,507,50704,"Colorado",10,3101,2109,2040,13,137,3,1,654,3,801,296,3,4,13,26,86,58,11,992,2110,2043,37,155,NA,NA,3,9,NA,773,3,683,164,1,NA,NA,NA,19,31,67,98,NA,NA,44,23,991
"371",5,508,50801,"Tilarán",15,6725,4803,4737,12,1403,2,9,944,0,1464,393,5,92,47,40,326,50,16,1922,4805,4737,68,881,NA,NA,104,11,NA,793,13,1299,341,14,NA,NA,NA,419,171,120,503,NA,NA,48,20,1920
"372",5,508,50802,"Quebrada Grande",6,1862,1331,1305,5,286,2,2,247,2,469,141,1,11,36,17,86,21,5,531,1331,1299,33,223,NA,NA,5,5,NA,158,2,464,102,5,NA,NA,NA,21,97,34,150,NA,NA,16,16,531
"373",5,508,50803,"Tronadora",4,1217,893,876,2,210,1,3,181,0,265,61,1,9,5,1,137,15,2,324,893,867,8,96,NA,NA,1,1,NA,96,2,355,39,2,NA,NA,NA,12,17,9,229,NA,NA,20,6,324
"374",5,508,50804,"Santarosa",3,1177,787,763,3,156,0,2,148,0,309,76,0,10,4,19,36,23,1,390,787,768,12,130,NA,NA,1,5,NA,125,1,282,56,1,NA,NA,NA,31,38,36,50,NA,NA,14,5,390
"375",5,508,50805,"Líbano",3,610,429,418,1,56,0,0,93,1,173,37,1,2,3,1,50,11,0,181,429,420,5,43,NA,NA,0,1,NA,56,0,152,29,0,NA,NA,NA,4,6,4,120,NA,NA,8,1,181
"376",5,508,50806,"Tierras Morenas",4,982,681,665,2,96,0,1,108,2,303,101,0,4,2,3,43,11,5,301,681,664,12,79,NA,NA,2,3,NA,88,0,297,62,1,NA,NA,NA,11,42,7,60,NA,NA,10,7,301
"377",5,508,50807,"Arenal",4,1559,1017,999,7,175,0,0,187,2,304,191,4,15,13,3,98,17,1,542,1017,999,21,136,NA,NA,2,7,NA,135,5,277,133,7,NA,NA,NA,17,54,7,198,NA,NA,14,4,542
"378",5,509,50901,"Carmona",4,1771,1372,1337,2,206,1,2,420,2,561,36,7,21,5,34,40,28,7,399,1370,1342,16,119,NA,NA,0,5,NA,377,1,574,34,19,NA,NA,NA,29,18,96,54,NA,NA,24,4,401
"379",5,509,50902,"Santa Rita",4,1243,876,847,1,82,0,0,236,1,388,80,0,13,13,9,24,24,5,367,876,848,21,63,NA,NA,0,4,NA,177,2,366,62,4,NA,NA,NA,18,50,28,53,NA,NA,17,11,367
"380",5,509,50903,"Zapotal",5,867,633,614,2,47,3,2,165,1,302,58,1,9,3,2,19,15,4,234,633,614,6,28,NA,NA,0,4,NA,143,1,323,37,16,NA,NA,NA,16,6,7,27,NA,NA,11,8,234
"381",5,509,50904,"San Pablo",3,1328,899,866,7,30,0,1,261,0,343,108,2,2,34,20,58,24,9,429,899,862,15,26,NA,NA,1,5,NA,204,4,284,64,1,NA,NA,NA,7,119,50,82,NA,NA,31,6,429
"382",5,509,50905,"Porvenir",4,729,527,518,2,39,0,0,66,0,335,44,0,15,2,8,7,6,3,202,527,509,7,22,NA,NA,1,0,NA,56,1,341,37,0,NA,NA,NA,13,1,13,17,NA,NA,11,7,202
"383",5,509,50906,"Bejuco",9,2041,1340,1288,4,78,4,4,228,4,621,160,0,104,20,17,44,44,8,701,1340,1284,18,72,NA,NA,3,9,NA,146,3,649,104,0,NA,NA,NA,114,46,31,89,NA,NA,31,25,701
"384",5,510,51001,"La Cruz",14,5934,3595,3504,5,285,4,4,799,3,1584,551,3,13,46,26,181,80,11,2339,3595,3489,32,212,NA,NA,32,6,NA,821,7,1261,389,5,NA,NA,NA,16,263,77,368,NA,NA,82,24,2339
"385",5,510,51002,"Santa Cecilia",9,3058,1533,1472,4,84,2,4,188,2,543,455,2,1,52,12,123,49,12,1525,1533,1477,27,97,NA,NA,52,22,NA,189,3,439,282,4,NA,NA,NA,12,143,21,186,NA,NA,36,20,1525
"386",5,510,51003,"Lagarita",3,679,406,386,0,17,2,0,30,0,172,113,0,2,4,1,45,12,8,273,405,393,1,29,NA,NA,1,1,NA,42,0,142,75,0,NA,NA,NA,2,21,7,72,NA,NA,10,2,274
"387",5,510,51004,"Santa Elena",2,1175,631,604,1,25,8,2,83,0,248,136,0,0,28,2,71,25,2,544,631,597,6,13,NA,NA,72,1,NA,72,0,182,67,0,NA,NA,NA,0,69,6,109,NA,NA,21,13,544
"388",5,511,51101,"Hojancha",8,3381,2442,2401,9,496,2,2,428,3,1085,168,4,18,63,22,101,36,5,939,2442,2384,95,298,NA,NA,0,9,NA,291,2,1149,174,24,NA,NA,NA,21,133,51,137,NA,NA,28,30,939
"389",5,511,51102,"Monteromo",3,524,385,376,0,63,0,0,79,0,172,24,11,1,13,1,12,8,1,139,385,376,1,24,NA,NA,0,2,NA,41,2,174,26,55,NA,NA,NA,2,12,3,34,NA,NA,6,3,139
"390",5,511,51103,"Puerto Carrillo",5,1079,775,748,11,63,2,8,115,0,348,125,0,4,15,2,55,22,5,304,775,739,44,53,NA,NA,3,10,NA,63,2,309,88,13,NA,NA,NA,14,56,8,76,NA,NA,22,14,304
"391",5,511,51104,"Huacas",2,503,384,381,1,28,0,3,23,0,261,40,0,1,1,1,22,2,1,119,384,380,4,19,NA,NA,0,1,NA,15,1,279,34,4,NA,NA,NA,2,1,0,20,NA,NA,3,1,119
"392",6,601,60101,"Puntarenas",16,7878,5344,5281,16,994,17,8,1243,3,1937,464,12,51,32,25,479,53,10,2534,5341,5251,66,1078,NA,NA,25,26,NA,896,53,1514,407,21,NA,NA,5,79,76,78,838,NA,89,62,28,2537
"393",6,601,60102,"Pitahaya",4,1284,809,783,2,39,1,4,92,2,359,145,0,3,3,7,126,24,2,475,809,791,8,39,NA,NA,3,5,NA,25,7,313,108,0,NA,NA,1,6,9,10,249,NA,8,17,1,475
"394",6,601,60103,"Chomes",10,3481,1914,1855,13,180,7,4,244,4,641,402,1,10,24,12,313,53,6,1567,1914,1864,50,163,NA,NA,8,17,NA,134,49,575,261,3,NA,NA,7,21,49,23,480,NA,24,41,9,1567
"395",6,601,60104,"Lepanto",25,7655,4888,4738,17,553,3,7,1016,4,2260,354,7,34,74,33,376,123,27,2767,4887,4714,95,549,NA,NA,17,29,NA,691,137,2041,237,14,NA,NA,10,49,163,89,551,NA,42,117,56,2768
"396",6,601,60105,"Paquera",16,4438,2573,2491,17,312,6,6,444,5,970,370,5,32,24,59,241,73,9,1865,2573,2484,103,257,NA,NA,13,14,NA,275,45,885,215,8,NA,NA,3,21,62,121,436,NA,26,56,33,1865
"397",6,601,60106,"Manzanillo",6,2252,1317,1255,9,101,2,16,143,3,467,286,0,17,20,30,161,50,12,935,1317,1255,20,50,NA,NA,5,103,NA,54,18,412,115,2,NA,NA,2,8,41,40,376,NA,9,46,16,935
"398",6,601,60107,"Guacimal",2,692,471,467,3,94,0,1,66,1,196,55,2,1,1,4,43,3,1,221,471,465,5,71,NA,NA,0,1,NA,33,1,189,32,2,NA,NA,1,5,5,13,102,NA,5,2,4,221
"399",6,601,60108,"Barranca",38,20876,12161,11869,61,1328,37,21,2822,19,3703,2176,32,92,78,207,1293,252,40,8715,12155,11851,325,1193,NA,NA,84,67,NA,2070,390,3194,1604,40,NA,NA,17,108,304,449,1688,NA,318,232,72,8721
"400",6,601,60109,"Monteverde",6,2944,1894,1848,9,562,0,7,368,2,553,198,1,11,25,14,98,42,4,1050,1894,1849,63,491,NA,NA,3,15,NA,283,3,518,155,10,NA,NA,1,25,58,34,174,NA,16,32,13,1050
"401",6,601,60110,"Isla Del Coco",1,28,5,5,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,23,5,5,0,0,NA,NA,0,1,NA,2,0,1,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,23
"402",6,601,60111,"Cobano",14,4575,2443,2379,15,368,4,6,529,6,760,365,4,25,18,21,258,54,10,2132,2449,2368,56,335,NA,NA,4,18,NA,368,76,728,199,2,NA,NA,5,26,37,83,411,NA,20,57,24,2126
"403",6,601,60112,"Chacarita",22,12622,7224,6997,43,598,13,14,1688,11,2249,1252,20,31,77,97,904,193,34,5398,7222,6996,142,474,NA,NA,71,39,NA,1492,154,1806,931,15,NA,NA,3,27,225,229,1248,NA,140,184,42,5400
"404",6,601,60113,"Chira",3,1160,705,687,3,32,2,0,68,2,329,111,0,4,4,5,127,11,7,455,706,694,12,38,NA,NA,3,0,NA,30,16,276,51,3,NA,NA,0,6,12,10,228,NA,9,9,3,454
"405",6,601,60114,"Acapulco",3,959,613,604,5,63,2,1,105,0,239,71,0,4,5,12,97,8,1,346,613,598,16,46,NA,NA,0,2,NA,68,3,172,47,1,NA,NA,0,6,14,7,211,NA,5,11,4,346
"406",6,601,60115,"Elroble",22,10830,6841,6722,29,1065,28,12,1628,9,2306,761,17,67,59,71,670,102,17,3989,6841,6685,244,878,NA,NA,52,26,NA,1340,103,1840,615,33,NA,NA,7,62,186,203,896,NA,200,113,43,3989
"407",6,601,60116,"Arancibia",3,566,416,406,2,51,0,2,77,0,176,47,1,1,0,3,46,8,2,150,416,401,4,31,NA,NA,0,1,NA,39,0,145,25,0,NA,NA,1,7,1,4,142,NA,1,7,8,150
"408",6,602,60201,"Espíritu Santo",26,13550,9373,9264,31,1700,21,12,2018,6,3274,1249,12,101,64,68,708,103,6,4177,9375,9215,226,1378,NA,NA,57,37,NA,1588,69,2848,924,37,NA,NA,78,109,241,207,1304,NA,112,122,38,4175
"409",6,602,60202,"San Juan Grande",8,3275,2029,1973,6,230,6,3,346,4,670,516,6,7,8,18,153,43,13,1246,2029,1957,47,188,NA,NA,25,8,NA,242,4,606,392,4,NA,NA,0,13,46,44,301,NA,37,57,15,1246
"410",6,602,60203,"Macacona",5,2164,1552,1526,13,287,7,2,308,2,573,216,2,15,6,7,88,25,1,612,1552,1523,64,224,NA,NA,19,6,NA,249,5,483,165,4,NA,NA,3,19,46,63,147,NA,26,23,6,612
"411",6,602,60204,"San Rafael",3,976,731,713,1,124,1,1,119,0,292,130,1,5,0,5,34,15,3,245,731,717,7,98,NA,NA,0,6,NA,63,3,252,183,4,NA,NA,1,6,5,20,61,NA,8,11,3,245
"412",6,602,60205,"San Jerónimo",4,634,456,452,0,52,1,0,99,0,207,54,1,6,2,0,30,4,0,178,456,446,7,57,NA,NA,1,1,NA,61,0,204,35,3,NA,NA,0,4,2,6,57,NA,8,5,5,178
"413",6,603,60301,"Buenos Aires",33,14761,8414,8161,40,1309,17,15,2129,4,2635,1175,62,46,75,180,474,208,45,6347,8415,8121,239,875,NA,NA,28,41,NA,1232,42,1917,622,1290,NA,NA,18,53,313,321,725,NA,405,193,101,6346
"414",6,603,60302,"Volcán",5,2447,1422,1385,10,149,1,4,239,5,522,312,5,9,10,32,87,30,7,1025,1422,1381,55,145,NA,NA,4,14,NA,116,4,418,166,91,NA,NA,2,13,60,63,216,NA,14,27,14,1025
"415",6,603,60303,"Potrero Grande",11,3770,2069,2005,19,171,3,3,439,1,670,376,7,12,32,61,211,53,11,1701,2069,1989,37,174,NA,NA,5,16,NA,269,1,670,184,26,NA,NA,1,17,55,88,416,NA,30,56,24,1701
"416",6,603,60304,"Boruca",5,1912,1120,1089,11,64,3,1,411,3,314,231,2,1,2,8,38,30,1,792,1118,1085,53,67,NA,NA,2,5,NA,185,22,159,144,57,NA,NA,230,7,17,47,71,NA,19,23,10,794
"417",6,603,60305,"Pilas",4,1118,654,631,3,114,0,3,106,1,203,108,1,4,3,17,68,18,5,464,654,633,8,97,NA,NA,1,5,NA,36,1,211,28,6,NA,NA,0,3,5,20,201,NA,11,15,6,464
"418",6,603,60306,"Colinas",3,936,486,473,1,84,1,1,125,2,117,73,2,6,2,4,55,11,2,450,486,473,9,49,NA,NA,0,6,NA,28,1,88,29,0,NA,NA,2,0,3,7,242,NA,9,9,4,450
"419",6,603,60307,"Chánguena",8,1450,790,761,1,77,1,2,82,2,369,165,1,2,7,5,47,24,5,660,790,753,18,70,NA,NA,2,3,NA,33,6,350,67,0,NA,NA,0,6,12,17,146,NA,23,25,12,660
"420",6,603,60308,"Biolley",5,1618,859,830,3,107,1,3,197,3,352,90,0,6,10,21,37,28,1,759,859,825,16,102,NA,NA,2,4,NA,113,2,324,45,3,NA,NA,1,8,13,37,122,NA,33,26,8,759
"421",6,603,60309,"Brunka",5,1973,1180,1156,12,81,1,3,149,2,560,205,10,16,12,29,76,17,7,793,1180,1143,179,59,NA,NA,5,3,NA,67,10,435,82,97,NA,NA,2,14,33,55,81,NA,21,27,10,793
"422",6,604,60401,"Miramar",15,6363,4377,4294,10,875,3,6,1114,7,1383,320,8,45,32,121,370,74,9,1986,4377,4266,82,728,NA,NA,15,9,NA,890,133,1177,198,13,NA,NA,11,44,104,344,436,NA,82,78,33,1986
"423",6,604,60402,"Unión",4,939,720,696,0,112,1,1,123,1,355,25,1,4,9,41,23,17,7,219,720,694,11,85,NA,NA,4,1,NA,84,0,373,14,1,NA,NA,2,6,15,65,30,NA,3,13,13,219
"424",6,604,60403,"San Isidro",5,2314,1567,1540,13,238,1,4,255,2,509,317,3,8,24,20,146,24,3,747,1567,1527,97,215,NA,NA,5,10,NA,180,19,442,235,3,NA,NA,2,9,45,52,194,NA,19,23,17,747
"425",6,605,60501,"Puerto Cortés",13,5623,3208,3088,24,396,2,2,804,5,1206,390,3,32,20,33,171,105,15,2415,3208,3083,63,346,NA,NA,8,9,NA,539,17,1054,254,9,NA,NA,119,155,79,123,255,NA,53,90,35,2415
"426",6,605,60502,"Palmar",17,6838,3909,3795,32,407,9,11,1078,7,1071,801,15,26,57,68,213,97,17,2929,3910,3760,389,327,NA,NA,26,29,NA,611,18,817,563,21,NA,NA,19,43,178,174,273,NA,272,116,34,2928
"427",6,605,60503,"Sierpe",9,1783,974,927,15,140,4,3,183,1,256,201,2,5,16,12,89,35,12,809,974,923,69,144,NA,NA,6,14,NA,109,12,213,113,6,NA,NA,8,10,33,42,129,NA,15,31,20,809
"428",6,605,60504,"Bahía Ballena",4,2023,1144,1112,7,270,3,5,225,6,264,183,5,8,20,75,41,26,6,879,1144,1117,33,238,NA,NA,10,4,NA,147,8,224,99,11,NA,NA,89,12,43,120,69,NA,10,19,8,879
"429",6,605,60505,"Piedras Blancas",7,2856,1468,1383,17,172,5,4,296,2,417,330,1,7,14,37,81,76,9,1388,1468,1385,138,201,NA,NA,5,16,NA,185,15,313,159,5,NA,NA,50,17,53,51,147,NA,30,57,26,1388
"430",6,605,60506,"Bahía Drake",4,967,510,480,3,50,0,5,104,1,94,133,1,13,8,13,55,21,9,457,510,477,11,85,NA,NA,2,8,NA,64,1,92,65,0,NA,NA,0,5,15,26,91,NA,12,21,12,457
"431",6,606,60601,"Quepos",26,13490,7266,7061,103,1123,11,23,1251,8,2151,1342,37,38,104,316,554,177,28,6224,7267,7051,1617,556,NA,NA,44,35,NA,560,56,1257,647,24,NA,NA,31,33,273,486,1316,NA,116,167,49,6223
"432",6,606,60602,"Savegre",10,2138,1328,1281,15,137,2,8,181,1,481,304,7,8,15,29,93,38,9,810,1328,1291,104,105,NA,NA,8,13,NA,71,11,367,199,5,NA,NA,1,10,53,41,293,NA,10,19,18,810
"433",6,606,60603,"Naranjito",6,2397,1416,1384,22,197,7,4,208,3,529,198,1,9,26,43,137,22,10,981,1416,1387,234,98,NA,NA,9,6,NA,81,9,430,103,5,NA,NA,3,8,49,71,261,NA,20,14,15,981
"434",6,607,60701,"Golfito",19,8445,4100,3961,17,400,4,4,1312,3,1305,320,23,56,23,165,329,121,18,4345,4102,3949,65,304,NA,NA,107,25,NA,652,13,882,121,34,NA,NA,53,48,56,325,403,NA,861,123,30,4343
"435",6,607,60702,"Puerto Jiménez",11,5432,2956,2841,24,192,8,9,1139,9,622,332,7,20,19,155,305,103,12,2476,2956,2814,119,222,NA,NA,19,22,NA,809,16,494,164,4,NA,NA,75,23,56,277,449,NA,65,102,40,2476
"436",6,607,60703,"Guaycará",22,9262,5256,5078,26,610,11,12,1339,18,1825,635,15,41,35,117,394,160,18,4006,5255,5038,94,631,NA,NA,52,26,NA,692,31,1442,278,19,NA,NA,384,34,112,283,771,NA,189,151,66,4007
"437",6,607,60704,"Pavón",14,4071,2280,2178,15,151,6,6,778,3,657,298,7,10,34,53,160,81,21,1791,2280,2148,29,235,NA,NA,15,21,NA,453,7,527,117,8,NA,NA,9,18,104,93,362,NA,150,91,41,1791
"438",6,608,60801,"Sanvito",26,11190,6685,6478,39,1264,9,11,1428,7,2437,534,20,28,109,145,447,168,39,4505,6684,6458,146,967,NA,NA,27,32,NA,762,22,1975,199,39,NA,NA,14,40,349,362,1276,NA,248,155,71,4506
"439",6,608,60802,"Sabalito",17,7464,3756,3650,7,573,6,6,1134,11,1235,324,16,33,19,45,241,83,23,3708,3754,3613,50,525,NA,NA,9,20,NA,729,10,1135,165,57,NA,NA,3,28,69,111,647,NA,55,84,57,3710
"440",6,608,60803,"Agua Buena",12,4613,2771,2650,6,588,5,9,850,2,784,156,4,23,17,60,146,107,14,1842,2771,2628,37,602,NA,NA,5,9,NA,518,4,696,74,18,NA,NA,4,20,41,120,451,NA,29,101,42,1842
"441",6,608,60804,"Limoncito",9,2680,1564,1518,10,293,2,3,378,4,561,88,4,4,30,21,120,36,10,1116,1564,1508,19,262,NA,NA,5,9,NA,265,5,528,44,3,NA,NA,3,5,45,57,208,NA,50,31,25,1116
"442",6,608,60805,"Pittier",6,1720,967,939,5,120,3,1,228,1,368,118,0,8,16,33,38,27,1,753,967,933,14,48,NA,NA,4,2,NA,101,1,426,23,3,NA,NA,0,7,69,36,158,NA,41,28,6,753
"443",6,609,60901,"Parrita",33,10844,6448,6261,55,668,6,7,647,9,2292,1649,10,25,128,135,630,155,32,4396,6447,6235,368,359,NA,NA,21,36,NA,242,29,1704,1133,15,NA,NA,21,36,201,201,1726,NA,143,153,59,4397
"444",6,610,61001,"Corredor",31,13753,7908,7664,39,1255,19,19,2258,9,2355,876,15,35,86,152,546,196,48,5845,7907,7640,106,2381,NA,NA,53,55,NA,1075,28,1790,433,18,NA,NA,45,39,317,288,868,NA,144,186,81,5846
"445",6,610,61002,"La Cuesta",5,2996,1539,1494,14,153,2,3,452,1,580,98,2,6,19,15,149,37,8,1457,1539,1480,65,158,NA,NA,1,10,NA,354,2,495,45,0,NA,NA,3,10,83,35,209,NA,10,44,15,1457
"446",6,610,61003,"Canoas",17,7894,3630,3528,15,432,7,12,1028,4,1176,350,11,20,149,63,261,89,13,4264,3630,3506,59,575,NA,NA,13,18,NA,663,13,944,165,11,NA,NA,10,20,456,104,414,NA,41,85,39,4264
"447",6,610,61004,"Laurel",14,6479,3684,3508,19,364,12,7,941,9,1192,477,12,14,74,182,205,138,38,2795,3686,3488,62,474,NA,NA,13,30,NA,576,14,972,235,10,NA,NA,11,24,312,362,363,NA,30,136,62,2793
"448",6,611,61101,"Jacó",13,6393,3293,3206,8,575,2,4,404,3,1210,603,3,16,10,44,324,76,11,3100,3293,3191,51,434,NA,NA,106,20,NA,275,4,1067,423,13,NA,NA,4,19,35,130,572,NA,38,72,30,3100
"449",6,611,61102,"Tárcoles",7,3463,2038,1970,7,311,9,6,322,3,744,376,2,8,7,12,163,61,7,1425,2038,1964,20,197,NA,NA,143,9,NA,206,3,758,220,9,NA,NA,1,11,21,33,320,NA,13,59,15,1425
"450",7,701,70101,"Limón",83,45426,25712,24875,246,3678,103,98,6074,42,8204,3081,92,331,530,585,1811,674,163,19714,25705,24842,702,2306,NA,NA,245,154,NA,4263,162,7491,2614,135,NA,NA,NA,235,1715,1100,3720,NA,NA,622,241,19721
"451",7,701,70102,"Valle La Estrella",24,9742,5250,4906,42,230,15,35,641,8,1628,1282,19,41,248,44,673,264,80,4492,5255,4910,120,260,NA,NA,24,77,NA,371,13,1211,663,14,NA,NA,NA,41,668,64,1384,NA,NA,236,109,4487
"452",7,701,70103,"Río Blanco",13,5097,2686,2567,25,265,5,10,502,3,815,453,4,24,117,34,310,103,16,2411,2686,2569,84,191,NA,NA,10,23,NA,335,10,592,263,11,NA,NA,NA,38,521,47,444,NA,NA,95,22,2411
"453",7,701,70104,"Matama",11,4696,2615,2496,20,194,5,5,496,5,761,581,4,17,91,43,274,96,23,2081,2613,2489,54,163,NA,NA,9,12,NA,336,9,662,388,8,NA,NA,NA,19,298,46,485,NA,NA,96,28,2083
